occupancy_date,occupied_beds,occupied_rooms,location_city,sector,program_model,service_user_count,occupancy_rate_rooms,capacity_actual_room,overnight_service_type
2022-09-30,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-09-30,NA,147,Etobicoke,Mixed Adult,Emergency,153,100,147,Motel/Hotel Shelter
2022-09-30,NA,40,Toronto,Men,Emergency,40,100,40,Motel/Hotel Shelter
2022-09-30,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-09-30,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-09-30,NA,22,Toronto,Families,Emergency,53,100,22,Shelter
2022-09-30,NA,65,Toronto,Families,Emergency,221,100,65,Shelter
2022-09-30,NA,11,North York,Mixed Adult,Emergency,22,91.67,12,Motel/Hotel Shelter
2022-09-30,NA,83,North York,Mixed Adult,Emergency,83,100,83,Motel/Hotel Shelter
2022-09-30,NA,14,North York,Mixed Adult,Emergency,28,100,14,Motel/Hotel Shelter
2022-09-30,NA,77,North York,Mixed Adult,Emergency,77,100,77,Motel/Hotel Shelter
2022-09-30,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-09-30,NA,72,Toronto,Mixed Adult,Emergency,142,100,72,Motel/Hotel Shelter
2022-09-30,NA,101,Scarborough,Women,Emergency,101,100,101,Motel/Hotel Shelter
2022-09-30,NA,41,Toronto,Families,Emergency,141,100,41,Shelter
2022-09-30,NA,45,Toronto,Families,Emergency,143,100,45,Motel/Hotel Shelter
2022-09-30,NA,20,Toronto,Families,Emergency,53,100,20,Motel/Hotel Shelter
2022-09-30,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-09-30,34,NA,Toronto,Men,Transitional,34,NA,NA,Shelter
2022-09-30,NA,68,Vaughan,Mixed Adult,Emergency,72,100,68,Motel/Hotel Shelter
2022-09-30,21,NA,Toronto,Men,Transitional,21,NA,NA,Shelter
2022-09-30,63,NA,Toronto,Men,Emergency,63,NA,NA,Shelter
2022-09-30,NA,27,Toronto,Families,Emergency,68,100,27,Shelter
2022-09-30,NA,111,,Mixed Adult,Emergency,151,100,111,Motel/Hotel Shelter
2022-09-30,NA,2,,Mixed Adult,Emergency,2,100,2,Isolation/Recovery Site
2022-09-30,NA,7,,Mixed Adult,Emergency,10,100,7,Isolation/Recovery Site
2022-09-30,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-09-30,92,NA,Toronto,Mixed Adult,Transitional,92,NA,NA,Shelter
2022-09-30,47,NA,Toronto,Men,Emergency,47,NA,NA,Shelter
2022-09-30,48,NA,Toronto,Men,Emergency,48,NA,NA,Shelter
2022-09-30,81,NA,Toronto,Men,Emergency,81,NA,NA,Shelter
2022-09-30,9,NA,Toronto,Men,Emergency,9,NA,NA,Shelter
2022-09-30,18,NA,Toronto,Men,Transitional,18,NA,NA,Shelter
2022-09-30,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-09-30,25,NA,Toronto,Mixed Adult,Transitional,25,NA,NA,Shelter
2022-09-30,NA,64,Toronto,Mixed Adult,Emergency,76,98.46,65,Motel/Hotel Shelter
2022-09-30,9,NA,Toronto,Women,Emergency,9,NA,NA,Shelter
2022-09-30,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-09-30,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-09-30,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-09-30,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-09-30,59,NA,Toronto,Youth,Emergency,59,NA,NA,Shelter
2022-09-30,28,NA,Toronto,Youth,Transitional,28,NA,NA,Shelter
2022-09-30,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-09-30,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-09-30,NA,174,Toronto,Mixed Adult,Emergency,183,95.08,183,Motel/Hotel Shelter
2022-09-30,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-09-30,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-09-30,NA,47,Toronto,Mixed Adult,Emergency,50,100,47,Motel/Hotel Shelter
2022-09-30,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-09-30,48,NA,Toronto,Youth,Transitional,48,NA,NA,Shelter
2022-09-30,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-09-30,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-09-30,5,NA,Toronto,Mixed Adult,Transitional,5,NA,NA,Shelter
2022-09-30,10,NA,Toronto,Mixed Adult,Transitional,10,NA,NA,Shelter
2022-09-30,35,NA,Toronto,Women,Transitional,35,NA,NA,Shelter
2022-09-30,22,NA,Toronto,Women,Transitional,22,NA,NA,Shelter
2022-09-30,44,NA,Toronto,Women,Emergency,44,NA,NA,24-Hour Women's Drop-in
2022-09-30,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-09-30,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-09-30,NA,264,North York,Mixed Adult,Emergency,278,100,264,Motel/Hotel Shelter
2022-09-30,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-09-30,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-09-30,25,NA,Toronto,Youth,Transitional,25,NA,NA,Shelter
2022-09-30,25,NA,Toronto,Men,Transitional,25,NA,NA,Shelter
2022-09-30,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-09-30,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-09-30,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-09-30,32,NA,Toronto,Women,Emergency,32,NA,NA,Shelter
2022-09-30,NA,92,Toronto,Mixed Adult,Emergency,105,100,92,Motel/Hotel Shelter
2022-09-30,63,NA,Toronto,Mixed Adult,Emergency,63,NA,NA,Shelter
2022-09-30,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-09-30,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-09-30,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,Shelter
2022-09-30,NA,80,Toronto,Mixed Adult,Transitional,80,100,80,Motel/Hotel Shelter
2022-09-30,NA,227,Toronto,Mixed Adult,Emergency,260,100,227,Motel/Hotel Shelter
2022-09-30,NA,318,Scarborough,Mixed Adult,Emergency,367,100,318,Motel/Hotel Shelter
2022-09-30,NA,100,Toronto,Mixed Adult,Emergency,190,100,100,Motel/Hotel Shelter
2022-09-30,51,NA,Toronto,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-09-30,36,NA,Toronto,Mixed Adult,Emergency,36,NA,NA,Shelter
2022-09-30,70,NA,North York,Mixed Adult,Emergency,70,NA,NA,Shelter
2022-09-30,130,NA,North York,Men,Emergency,130,NA,NA,Shelter
2022-09-30,40,NA,North York,Women,Emergency,40,NA,NA,Shelter
2022-09-30,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-09-30,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-09-30,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-09-30,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-09-30,14,NA,Toronto,Men,Transitional,14,NA,NA,Shelter
2022-09-30,9,NA,Toronto,Youth,Emergency,9,NA,NA,Shelter
2022-09-30,NA,12,Toronto,Youth,Emergency,12,85.71,14,Motel/Hotel Shelter
2022-09-30,14,NA,Toronto,Women,Emergency,14,NA,NA,24-Hour Women's Drop-in
2022-09-30,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-09-30,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-09-30,22,NA,Toronto,Women,Emergency,22,NA,NA,Shelter
2022-09-30,26,NA,Toronto,Women,Transitional,26,NA,NA,Shelter
2022-09-30,19,NA,Toronto,Mixed Adult,Emergency,19,NA,NA,24-Hour Respite Site
2022-09-30,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-09-30,NA,29,Toronto,Men,Emergency,29,100,29,Motel/Hotel Shelter
2022-09-30,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-09-30,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-09-30,NA,75,Toronto,Families,Transitional,228,97.4,77,Shelter
2022-09-30,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-09-30,NA,22,Toronto,Families,Transitional,63,100,22,Shelter
2022-09-30,49,NA,Toronto,Women,Emergency,49,NA,NA,Shelter
2022-09-30,NA,73,North York,Women,Emergency,73,100,73,Motel/Hotel Shelter
2022-09-30,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-09-30,NA,129,Scarborough,Men,Emergency,129,100,129,Motel/Hotel Shelter
2022-09-30,225,NA,Toronto,Men,Emergency,225,NA,NA,Shelter
2022-09-30,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-09-30,NA,77,North York,Men,Emergency,77,100,77,Motel/Hotel Shelter
2022-09-30,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-09-30,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-09-30,56,NA,Toronto,Men,Emergency,56,NA,NA,Shelter
2022-09-30,NA,3,Toronto,Families,Emergency,9,100,3,Shelter
2022-09-30,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-09-30,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-09-30,34,NA,Toronto,Mixed Adult,Emergency,34,NA,NA,24-Hour Respite Site
2022-09-30,12,NA,,Women,Emergency,12,NA,NA,Shelter
2022-09-30,NA,27,Toronto,Families,Emergency,96,100,27,Shelter
2022-09-30,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-09-30,NA,42,Toronto,Youth,Emergency,42,100,42,Motel/Hotel Shelter
2022-09-30,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-09-30,25,NA,Toronto,Women,Emergency,25,NA,NA,Shelter
2022-09-30,24,NA,Toronto,Youth,Emergency,24,NA,NA,Shelter
2022-09-30,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-09-30,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-09-30,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-09-30,14,NA,Etobicoke,Youth,Transitional,14,NA,NA,Shelter
2022-09-30,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-09-30,29,NA,Scarborough,Youth,Transitional,29,NA,NA,Shelter
2022-10-01,NA,78,Toronto,Families,Emergency,324,100,78,Motel/Hotel Shelter
2022-10-01,NA,25,Toronto,Mixed Adult,Emergency,50,100,25,Motel/Hotel Shelter
2022-10-01,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-10-01,NA,82,North York,Families,Emergency,272,100,82,Motel/Hotel Shelter
2022-10-01,NA,133,North York,Families,Emergency,431,100,133,Motel/Hotel Shelter
2022-10-01,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-10-01,NA,146,Etobicoke,Mixed Adult,Emergency,152,100,146,Motel/Hotel Shelter
2022-10-01,NA,40,Toronto,Men,Emergency,40,100,40,Motel/Hotel Shelter
2022-10-01,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-10-01,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-10-01,NA,22,Toronto,Families,Emergency,53,100,22,Shelter
2022-10-01,NA,65,Toronto,Families,Emergency,221,100,65,Shelter
2022-10-01,NA,11,North York,Mixed Adult,Emergency,22,91.67,12,Motel/Hotel Shelter
2022-10-01,NA,83,North York,Mixed Adult,Emergency,83,100,83,Motel/Hotel Shelter
2022-10-01,NA,14,North York,Mixed Adult,Emergency,28,100,14,Motel/Hotel Shelter
2022-10-01,NA,77,North York,Mixed Adult,Emergency,77,100,77,Motel/Hotel Shelter
2022-10-01,11,NA,Toronto,Men,Transitional,11,NA,NA,Shelter
2022-10-01,NA,71,Toronto,Mixed Adult,Emergency,140,100,71,Motel/Hotel Shelter
2022-10-01,NA,100,Scarborough,Women,Emergency,100,99.01,101,Motel/Hotel Shelter
2022-10-01,NA,40,Toronto,Families,Emergency,139,100,40,Shelter
2022-10-01,NA,44,Toronto,Families,Emergency,141,100,44,Motel/Hotel Shelter
2022-10-01,NA,20,Toronto,Families,Emergency,53,100,20,Motel/Hotel Shelter
2022-10-01,4,NA,Toronto,Men,Emergency,4,NA,NA,Shelter
2022-10-01,35,NA,Toronto,Men,Transitional,35,NA,NA,Shelter
2022-10-01,NA,67,Vaughan,Mixed Adult,Emergency,71,98.53,68,Motel/Hotel Shelter
2022-10-01,21,NA,Toronto,Men,Transitional,21,NA,NA,Shelter
2022-10-01,63,NA,Toronto,Men,Emergency,63,NA,NA,Shelter
2022-10-01,NA,27,Toronto,Families,Emergency,69,100,27,Shelter
2022-10-01,NA,109,,Mixed Adult,Emergency,147,100,109,Motel/Hotel Shelter
2022-10-01,NA,3,,Mixed Adult,Emergency,3,100,3,Isolation/Recovery Site
2022-10-01,NA,8,,Mixed Adult,Emergency,11,100,8,Isolation/Recovery Site
2022-10-01,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-10-01,92,NA,Toronto,Mixed Adult,Transitional,92,NA,NA,Shelter
2022-10-01,47,NA,Toronto,Men,Emergency,47,NA,NA,Shelter
2022-10-01,48,NA,Toronto,Men,Emergency,48,NA,NA,Shelter
2022-10-01,80,NA,Toronto,Men,Emergency,80,NA,NA,Shelter
2022-10-01,9,NA,Toronto,Men,Emergency,9,NA,NA,Shelter
2022-10-01,18,NA,Toronto,Men,Transitional,18,NA,NA,Shelter
2022-10-01,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-10-01,25,NA,Toronto,Mixed Adult,Transitional,25,NA,NA,Shelter
2022-10-01,NA,64,Toronto,Mixed Adult,Emergency,76,98.46,65,Motel/Hotel Shelter
2022-10-01,9,NA,Toronto,Women,Emergency,9,NA,NA,Shelter
2022-10-01,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-10-01,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-10-01,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-10-01,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-10-01,59,NA,Toronto,Youth,Emergency,59,NA,NA,Shelter
2022-10-01,28,NA,Toronto,Youth,Transitional,28,NA,NA,Shelter
2022-10-01,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-10-01,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-10-01,NA,174,Toronto,Mixed Adult,Emergency,183,95.08,183,Motel/Hotel Shelter
2022-10-01,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-10-01,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-10-01,NA,47,Toronto,Mixed Adult,Emergency,50,100,47,Motel/Hotel Shelter
2022-10-01,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-10-01,48,NA,Toronto,Youth,Transitional,48,NA,NA,Shelter
2022-10-01,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-10-01,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-10-01,5,NA,Toronto,Mixed Adult,Transitional,5,NA,NA,Shelter
2022-10-01,10,NA,Toronto,Mixed Adult,Transitional,10,NA,NA,Shelter
2022-10-01,36,NA,Toronto,Women,Transitional,36,NA,NA,Shelter
2022-10-01,22,NA,Toronto,Women,Transitional,22,NA,NA,Shelter
2022-10-01,44,NA,Toronto,Women,Emergency,44,NA,NA,24-Hour Women's Drop-in
2022-10-01,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-10-01,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-10-01,NA,264,North York,Mixed Adult,Emergency,277,100,264,Motel/Hotel Shelter
2022-10-01,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-10-01,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-10-01,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-10-01,25,NA,Toronto,Men,Transitional,25,NA,NA,Shelter
2022-10-01,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-10-01,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-10-01,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-10-01,32,NA,Toronto,Women,Emergency,32,NA,NA,Shelter
2022-10-01,NA,92,Toronto,Mixed Adult,Emergency,105,100,92,Motel/Hotel Shelter
2022-10-01,63,NA,Toronto,Mixed Adult,Emergency,63,NA,NA,Shelter
2022-10-01,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-10-01,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-10-01,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,Shelter
2022-10-01,NA,80,Toronto,Mixed Adult,Transitional,80,100,80,Motel/Hotel Shelter
2022-10-01,NA,227,Toronto,Mixed Adult,Emergency,260,100,227,Motel/Hotel Shelter
2022-10-01,NA,317,Scarborough,Mixed Adult,Emergency,365,100,317,Motel/Hotel Shelter
2022-10-01,NA,100,Toronto,Mixed Adult,Emergency,190,100,100,Motel/Hotel Shelter
2022-10-01,51,NA,Toronto,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-10-01,36,NA,Toronto,Mixed Adult,Emergency,36,NA,NA,Shelter
2022-10-01,70,NA,North York,Mixed Adult,Emergency,70,NA,NA,Shelter
2022-10-01,130,NA,North York,Men,Emergency,130,NA,NA,Shelter
2022-10-01,40,NA,North York,Women,Emergency,40,NA,NA,Shelter
2022-10-01,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-10-01,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-10-01,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-10-01,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-10-01,13,NA,Toronto,Men,Transitional,13,NA,NA,Shelter
2022-10-01,9,NA,Toronto,Youth,Emergency,9,NA,NA,Shelter
2022-10-01,NA,12,Toronto,Youth,Emergency,12,85.71,14,Motel/Hotel Shelter
2022-10-01,14,NA,Toronto,Women,Emergency,14,NA,NA,24-Hour Women's Drop-in
2022-10-01,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-10-01,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-10-01,21,NA,Toronto,Women,Emergency,21,NA,NA,Shelter
2022-10-01,26,NA,Toronto,Women,Transitional,26,NA,NA,Shelter
2022-10-01,19,NA,Toronto,Mixed Adult,Emergency,19,NA,NA,24-Hour Respite Site
2022-10-01,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-10-01,NA,29,Toronto,Men,Emergency,29,100,29,Motel/Hotel Shelter
2022-10-01,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-10-01,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-10-01,NA,75,Toronto,Families,Transitional,228,97.4,77,Shelter
2022-10-01,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-10-01,NA,22,Toronto,Families,Transitional,63,100,22,Shelter
2022-10-01,49,NA,Toronto,Women,Emergency,49,NA,NA,Shelter
2022-10-01,NA,73,North York,Women,Emergency,73,100,73,Motel/Hotel Shelter
2022-10-01,52,NA,Toronto,Men,Emergency,52,NA,NA,Shelter
2022-10-01,NA,129,Scarborough,Men,Emergency,129,100,129,Motel/Hotel Shelter
2022-10-01,222,NA,Toronto,Men,Emergency,222,NA,NA,Shelter
2022-10-01,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-10-01,NA,77,North York,Men,Emergency,77,100,77,Motel/Hotel Shelter
2022-10-01,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-10-01,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-10-01,56,NA,Toronto,Men,Emergency,56,NA,NA,Shelter
2022-10-01,NA,3,Toronto,Families,Emergency,9,100,3,Shelter
2022-10-01,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-10-01,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-10-01,34,NA,Toronto,Mixed Adult,Emergency,34,NA,NA,24-Hour Respite Site
2022-10-01,12,NA,,Women,Emergency,12,NA,NA,Shelter
2022-10-01,NA,26,Toronto,Families,Emergency,91,96.3,27,Shelter
2022-10-01,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-10-01,NA,42,Toronto,Youth,Emergency,42,100,42,Motel/Hotel Shelter
2022-10-01,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-10-01,25,NA,Toronto,Women,Emergency,25,NA,NA,Shelter
2022-10-01,24,NA,Toronto,Youth,Emergency,24,NA,NA,Shelter
2022-10-01,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-10-01,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-10-01,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-10-01,14,NA,Etobicoke,Youth,Transitional,14,NA,NA,Shelter
2022-10-01,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-10-01,29,NA,Scarborough,Youth,Transitional,29,NA,NA,Shelter
2022-10-02,NA,79,Toronto,Families,Emergency,327,100,79,Motel/Hotel Shelter
2022-10-02,NA,25,Toronto,Mixed Adult,Emergency,50,100,25,Motel/Hotel Shelter
2022-10-02,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-10-02,NA,82,North York,Families,Emergency,272,100,82,Motel/Hotel Shelter
2022-10-02,NA,131,North York,Families,Emergency,426,100,131,Motel/Hotel Shelter
2022-10-02,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-10-02,NA,145,Etobicoke,Mixed Adult,Emergency,151,100,145,Motel/Hotel Shelter
2022-10-02,NA,40,Toronto,Men,Emergency,40,100,40,Motel/Hotel Shelter
2022-10-02,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-10-02,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-10-02,NA,22,Toronto,Families,Emergency,53,100,22,Shelter
2022-10-02,NA,64,Toronto,Families,Emergency,217,100,64,Shelter
2022-10-02,NA,11,North York,Mixed Adult,Emergency,22,91.67,12,Motel/Hotel Shelter
2022-10-02,NA,83,North York,Mixed Adult,Emergency,83,100,83,Motel/Hotel Shelter
2022-10-02,NA,13,North York,Mixed Adult,Emergency,26,92.86,14,Motel/Hotel Shelter
2022-10-02,NA,76,North York,Mixed Adult,Emergency,76,98.7,77,Motel/Hotel Shelter
2022-10-02,11,NA,Toronto,Men,Transitional,11,NA,NA,Shelter
2022-10-02,NA,71,Toronto,Mixed Adult,Emergency,142,100,71,Motel/Hotel Shelter
2022-10-02,NA,102,Scarborough,Women,Emergency,102,100,102,Motel/Hotel Shelter
2022-10-02,NA,40,Toronto,Families,Emergency,139,100,40,Shelter
2022-10-02,NA,44,Toronto,Families,Emergency,141,100,44,Motel/Hotel Shelter
2022-10-02,NA,20,Toronto,Families,Emergency,53,100,20,Motel/Hotel Shelter
2022-10-02,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-10-02,35,NA,Toronto,Men,Transitional,35,NA,NA,Shelter
2022-10-02,NA,67,Vaughan,Mixed Adult,Emergency,71,98.53,68,Motel/Hotel Shelter
2022-10-02,21,NA,Toronto,Men,Transitional,21,NA,NA,Shelter
2022-10-02,63,NA,Toronto,Men,Emergency,63,NA,NA,Shelter
2022-10-02,NA,27,Toronto,Families,Emergency,70,100,27,Shelter
2022-10-02,NA,109,,Mixed Adult,Emergency,147,100,109,Motel/Hotel Shelter
2022-10-02,NA,1,,Mixed Adult,Emergency,1,100,1,Isolation/Recovery Site
2022-10-02,NA,8,,Mixed Adult,Emergency,11,100,8,Isolation/Recovery Site
2022-10-02,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-10-02,92,NA,Toronto,Mixed Adult,Transitional,92,NA,NA,Shelter
2022-10-02,49,NA,Toronto,Men,Emergency,49,NA,NA,Shelter
2022-10-02,48,NA,Toronto,Men,Emergency,48,NA,NA,Shelter
2022-10-02,80,NA,Toronto,Men,Emergency,80,NA,NA,Shelter
2022-10-02,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-10-02,18,NA,Toronto,Men,Transitional,18,NA,NA,Shelter
2022-10-02,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-10-02,24,NA,Toronto,Mixed Adult,Transitional,24,NA,NA,Shelter
2022-10-02,NA,64,Toronto,Mixed Adult,Emergency,76,98.46,65,Motel/Hotel Shelter
2022-10-02,7,NA,Toronto,Women,Emergency,7,NA,NA,Shelter
2022-10-02,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-10-02,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-10-02,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-10-02,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-10-02,59,NA,Toronto,Youth,Emergency,59,NA,NA,Shelter
2022-10-02,28,NA,Toronto,Youth,Transitional,28,NA,NA,Shelter
2022-10-02,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-10-02,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-10-02,NA,174,Toronto,Mixed Adult,Emergency,183,95.08,183,Motel/Hotel Shelter
2022-10-02,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-10-02,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-10-02,NA,47,Toronto,Mixed Adult,Emergency,50,100,47,Motel/Hotel Shelter
2022-10-02,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-10-02,48,NA,Toronto,Youth,Transitional,48,NA,NA,Shelter
2022-10-02,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-10-02,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-10-02,5,NA,Toronto,Mixed Adult,Transitional,5,NA,NA,Shelter
2022-10-02,10,NA,Toronto,Mixed Adult,Transitional,10,NA,NA,Shelter
2022-10-02,36,NA,Toronto,Women,Transitional,36,NA,NA,Shelter
2022-10-02,22,NA,Toronto,Women,Transitional,22,NA,NA,Shelter
2022-10-02,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-10-02,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-10-02,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-10-02,NA,264,North York,Mixed Adult,Emergency,277,100,264,Motel/Hotel Shelter
2022-10-02,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
